season,season_elo,team_id
2003,1117.16902777,1107
2004,1092.31988005,1107
2005,1256.20328365,1107
2006,1415.82304325,1107
2007,1496.42273407,1107
2008,1435.01670614,1107
2009,1364.91336101,1107
2010,1267.63484677,1107
2011,1337.3046814,1107
2012,1403.50728397,1107
2013,1467.75573063,1107
2014,1464.33823938,1107
2015,1522.42365193,1107
2016,1562.95652887,1107
2017,1542.45730082,1107
1985,1595.55144481,1108
1986,1580.75949209,1108
1987,1387.4657909,1108
1988,1355.18438435,1108
1989,1253.53263634,1108
1990,1251.07950553,1108
1991,1258.95425349,1108
1992,1315.98604065,1108
1993,1297.61440664,1108
1994,1216.86457376,1108
1995,1179.82271356,1108
1996,1213.79707386,1108
1997,1269.36150742,1108
1998,1262.92529469,1108
1999,1453.09640638,1108
2000,1479.93911953,1108
2001,1413.73764589,1108
2002,1470.60095902,1108
2003,1363.17383963,1108
2004,1248.84305079,1108
2005,1143.3402124,1108
2006,1139.44877969,1108
2007,1139.31938939,1108
2008,1092.76622693,1108
2009,1035.96741267,1108
2010,951.727066207,1108
2011,957.251692352,1108
2012,1028.27599427,1108
2013,1061.06833265,1108
2014,1097.70465232,1108
2015,1041.68124386,1108
2016,1135.38823565,1108
2017,1241.11452534,1108
1985,1244.29663709,1109
1986,1224.56752316,1109
1987,1230.37929543,1109
1988,1244.19534655,1109
1989,1261.82144556,1109
1990,1295.36500565,1109
1991,1169.67181863,1109
1985,1408.86335514,1110
1986,1378.10013501,1110
1987,1385.74327407,1110
1988,1429.52828979,1110
1989,1462.54696216,1110
1990,1534.7229739,1110
1991,1475.16083529,1110
1992,1452.30959729,1110
1993,1456.76210496,1110
1994,1372.88631361,1110
1995,1375.71469218,1110
1996,1404.08999741,1110
1997,1396.9964068,1110
1998,1372.37627026,1110
1999,1307.23009591,1110
2000,1347.81301482,1110
2001,1308.35606435,1110
2002,1376.50736866,1110
2003,1423.54403949,1110
2004,1443.04304369,1110
2005,1427.53560933,1110
2006,1366.3974938,1110
2007,1398.97850119,1110
2008,1467.85997172,1110
2009,1561.36737244,1110
2010,1383.49011069,1110
2011,1439.96312719,1110
2012,1471.54771236,1110
2013,1340.12220149,1110
2014,1483.90573747,1110
2015,1464.72402817,1110
2016,1363.60829608,1110
2017,1282.88889343,1110
1985,1466.13925755,1111
1986,1449.72588069,1111
1987,1350.01896765,1111
1988,1397.65025186,1111
1989,1496.65521709,1111
1990,1533.34879489,1111
1991,1494.14503066,1111
1992,1484.27067101,1111
1993,1444.17931938,1111
1994,1469.81467029,1111
1995,1374.17155602,1111
1996,1297.54163524,1111
1997,1407.19209794,1111
1998,1482.29929422,1111
1999,1538.11635015,1111
2000,1613.06310251,1111
2001,1387.91637994,1111
2002,1327.58834508,1111
2003,1424.85183538,1111
2004,1362.36168055,1111
2005,1450.88757135,1111
2006,1436.06803449,1111
2007,1599.7173688,1111
2008,1547.64666736,1111
2009,1454.30816634,1111
2010,1550.28059394,1111
2011,1490.71854292,1111
2012,1414.77509858,1111
2013,1399.04139509,1111
2014,1273.20404098,1111
2015,1307.44508974,1111
2016,1301.2400141,1111
2017,1279.38080197,1111
1985,1600.67377532,1112
1986,1675.92498053,1112
1987,1698.53635043,1112
1988,1855.26921805,1112
1989,1945.24016899,1112
1990,1949.26154347,1112
1991,1932.3384811,1112
1992,1943.94845103,1112
1993,1966.03112233,1112
1994,1974.46285773,1112
1995,1958.71642176,1112
1996,1939.63001957,1112
1997,1914.62491035,1112
1998,2018.22463864,1112
1999,1981.99260798,1112
2000,1975.40718673,1112
2001,2014.37030013,1112
2002,1970.98641414,1112
2003,2039.16920377,1112
2004,1957.31073184,1112
2005,1964.39676346,1112
2006,1889.98257591,1112
2007,1863.49136595,1112
2008,1832.79019069,1112
2009,1822.44384144,1112
2010,1771.98457611,1112
2011,1848.25701659,1112
2012,1853.43164556,1112
2013,1872.07365782,1112
2014,1965.11868189,1112
2015,2056.67340996,1112
2016,2014.94451749,1112
2017,2041.92031487,1112
1985,1450.52637904,1113
1986,1460.42291344,1113
1987,1465.87765085,1113
1988,1460.19408848,1113
1989,1447.46297916,1113
1990,1492.35933732,1113
1991,1627.94451229,1113
1992,1619.46805586,1113
1993,1679.02035536,1113
1994,1682.46562233,1113
1995,1761.2454354,1113
1996,1627.85491915,1113
1997,1524.41846063,1113
1998,1600.37698189,1113
1999,1604.4408462,1113
2000,1697.61413499,1113
2001,1683.29671042,1113
2002,1681.51027819,1113
2003,1775.77778819,1113
2004,1656.28987856,1113
2005,1698.71984433,1113
2006,1616.3187549,1113
2007,1546.67102096,1113
2008,1689.12804068,1113
2009,1824.46913399,1113
2010,1825.37857418,1113
2011,1682.64618272,1113
2012,1567.84630206,1113
2013,1635.21466569,1113
2014,1717.83808117,1113
2015,1726.3578507,1113
2016,1684.49252075,1113
2017,1647.60397539,1113
1985,1547.49205728,1114
1986,1606.4893056,1114
1987,1582.87985256,1114
1988,1613.6880683,1114
1989,1684.79598594,1114
1990,1657.26302015,1114
1991,1491.97475815,1114
1992,1504.08481903,1114
1993,1517.65569967,1114
1994,1499.88852077,1114
1995,1562.19321743,1114
1996,1656.79595455,1114
1997,1601.15011694,1114
1998,1522.05118378,1114
1999,1466.36191198,1114
2000,1318.96495681,1114
2001,1439.24242347,1114
2002,1516.19706187,1114
2003,1520.67080961,1114
2004,1532.39749418,1114
2005,1545.77361212,1114
2006,1485.50817968,1114
2007,1417.40035891,1114
2008,1471.70450135,1114
2009,1554.07766117,1114
2010,1397.93028887,1114
2011,1451.316564,1114
2012,1454.40129892,1114
2013,1449.9861159,1114
2014,1422.01165764,1114
2015,1398.23745,1114
2016,1599.89434518,1114
2017,1459.9576807,1114
1999,1226.20671001,1115
2000,1166.02809311,1115
2001,1068.22801932,1115
2002,1012.6074716,1115
2003,1010.64358958,1115
2004,949.566328327,1115
2005,996.891408493,1115
2006,1146.96644137,1115
2007,1188.44950933,1115
2008,1197.91581317,1115
2009,1242.821192,1115
2010,1306.51927289,1115
2011,1175.60586568,1115
2012,1165.63536419,1115
2013,1251.53498877,1115
2014,1196.22124805,1115
2015,1194.58678243,1115
2016,1113.24546916,1115
2017,1047.19715998,1115
1985,1584.83542863,1116
1986,1508.16164313,1116
1987,1573.0828137,1116
1988,1673.49041737,1116
1989,1768.40219715,1116
1990,1840.85591876,1116
1991,1937.60705218,1116
1992,1934.72470593,1116
1993,1877.73643129,1116
1994,1941.85067639,1116
1995,1919.53301403,1116
1996,1809.11923629,1116
1997,1751.82473757,1116
1998,1807.37911219,1116
1999,1816.04480417,1116
2000,1785.73805365,1116
2001,1800.69010232,1116
2002,1752.80823828,1116
2003,1635.99922386,1116
2004,1634.77430483,1116
2005,1684.58434958,1116
2006,1801.78147365,1116
2007,1812.48286646,1116
2008,1820.97322997,1116
2009,1691.49547924,1116
2010,1644.02629462,1116
2011,1659.18070979,1116
2012,1631.41053775,1116
2013,1700.18201888,1116
2014,1746.48800589,1116
2015,1823.90472812,1116
2016,1738.60341333,1116
2017,1809.05942386,1116
1985,1462.79295548,1117
1986,1501.48515312,1117
1987,1579.85883384,1117
1988,1590.45808011,1117
1989,1631.47712031,1117
1990,1561.93320966,1117
1991,1637.22898166,1117
1992,1622.4032729,1117
1993,1633.8339387,1117
1994,1587.66935956,1117
1995,1399.33061608,1117
1996,1383.59449113,1117
1997,1427.5207832,1117
1998,1550.01525534,1117
1999,1641.34475836,1117
2000,1521.14324881,1117
2001,1465.67812044,1117
2002,1461.59451902,1117
2003,1462.03922463,1117
2004,1490.85790549,1117
2005,1479.14159433,1117
2006,1448.42898494,1117
2007,1477.3884186,1117
2008,1382.72625147,1117
2009,1364.01781925,1117
2010,1442.5930305,1117
2011,1469.42235356,1117
2012,1445.76371772,1117
2013,1510.89955721,1117
2014,1505.62060925,1117
2015,1366.02481116,1117
2016,1309.46650502,1117
2017,1451.52137256,1117
1987,1313.38270649,1118
1985,1511.35673982,1119
1986,1392.95182279,1119
1987,1411.18804699,1119
1988,1332.75601804,1119
1989,1370.56178445,1119
1990,1334.97704401,1119
1991,1238.02759021,1119
1992,1172.77805998,1119
1993,1118.61951033,1119
1994,1136.54553384,1119
1995,1154.9333464,1119
1996,1098.25025514,1119
1997,1127.83041146,1119
1998,1090.46305557,1119
1999,1073.05279161,1119
2000,1041.21206022,1119
2001,1079.1709915,1119
2002,1154.51636551,1119
2003,1063.73854325,1119
2004,1013.68950306,1119
2005,958.57053418,1119
2006,944.438671548,1119
2007,1117.99738587,1119
2008,1250.88861214,1119
2009,1286.66135618,1119
2010,1273.67683406,1119
2011,1228.12918116,1119
2012,1236.97812779,1119
2013,1357.63727965,1119
2014,1370.8269869,1119
2015,1346.91808919,1119
2016,1374.40965154,1119
2017,1344.47278927,1119
1985,1565.57360995,1120
1986,1641.54604121,1120
1987,1667.78645938,1120
1988,1691.49792838,1120
1989,1534.88752229,1120
1990,1553.09876376,1120
1991,1541.51998163,1120
1992,1577.66449128,1120
1993,1656.39705951,1120
1994,1651.91142539,1120
1995,1673.99962968,1120
1996,1663.53870636,1120
1997,1622.89364339,1120
1998,1639.50120664,1120
1999,1863.68767676,1120
2000,1835.74260394,1120
2001,1774.02502919,1120
2002,1690.21436793,1120
2003,1722.96675918,1120
2004,1711.01356325,1120
2005,1646.64442742,1120
2006,1626.82459532,1120
2007,1651.03775351,1120
2008,1626.5159459,1120
2009,1761.68910547,1120
2010,1678.20244842,1120
2011,1563.76348666,1120
2012,1570.79335817,1120
2013,1518.1290013,1120
2014,1550.42467702,1120
2015,1571.37262344,1120
2016,1531.34131789,1120
2017,1631.67405027,1120
1985,1364.80166513,1121
1986,1342.63529502,1121
1987,1264.97326724,1121
1988,1258.72764342,1121
1989,1203.07713533,1121
1990,1185.98244292,1121
1991,1302.07871811,1121
1985,1383.44657809,1122
1986,1419.14560674,1122
1987,1524.12720063,1122
1988,1551.52366213,1122
1989,1567.10146181,1122
1990,1478.51244168,1122
1991,1480.7101627,1122
1992,1395.29145242,1122
1993,1323.15036862,1122
1994,1338.77678563,1122
1995,1375.90161312,1122
1996,1517.99192819,1122
1997,1500.68301613,1122
1998,1460.96998469,1122
1999,1407.71920889,1122
2000,1475.42166985,1122
2001,1512.35852487,1122
2002,1445.20758565,1122
2003,1527.96205092,1122
2004,1585.52873637,1122
2005,1483.97779205,1122
2006,1483.32210219,1122
2007,1521.39918419,1122
2008,1566.55367739,1122
2009,1506.10120486,1122
2010,1462.56205636,1122
2011,1485.30734541,1122
2012,1418.42474445,1122
2013,1270.78545083,1122
2014,1249.9350127,1122
2015,1209.14598419,1122
2016,1344.49584093,1122
2017,1307.59904579,1122
1985,1497.45224975,1123
1986,1584.95677371,1123
1987,1467.8710422,1123
1988,1430.01175235,1123
1989,1637.14427853,1123
1990,1702.1108699,1123
1991,1655.30801913,1123
1992,1667.70585238,1123
1993,1681.53889714,1123
1994,1608.98002517,1123
1995,1633.80521328,1123
1996,1608.259857,1123
1997,1559.35517855,1123
1998,1641.43693072,1123
1999,1598.18274742,1123
2000,1662.60247086,1123
2001,1639.07476224,1123
2002,1672.54634981,1123
2003,1562.89532325,1123
2004,1546.27770053,1123
2005,1575.52267395,1123
2006,1499.33100461,1123
2007,1434.07125502,1123
2008,1363.63361097,1123
2009,1401.10250556,1123
2010,1413.69998793,1123
2011,1480.5511695,1123
2012,1454.88091761,1123
2013,1443.55671397,1123
2014,1325.56222637,1123
2015,1272.05237019,1123
2016,1425.51453084,1123
2017,1514.46934992,1123
1985,1431.17294687,1124
1986,1390.92416525,1124
1987,1493.56910259,1124
1988,1623.94077438,1124
1989,1382.54537985,1124
1990,1483.43135866,1124
1991,1477.42837137,1124
1992,1494.84262037,1124
1993,1529.00102947,1124
1994,1543.23943558,1124
1995,1433.49180302,1124
1996,1411.87652162,1124
1997,1543.01145793,1124
1998,1590.11656524,1124
1999,1446.55618046,1124
2000,1472.07528895,1124
2001,1597.65717805,1124
2002,1563.71010679,1124
2003,1579.69710982,1124
2004,1479.91962922,1124
2005,1417.24107116,1124
2006,1475.15261732,1124
2007,1533.46986101,1124
2008,1666.6296822,1124
2009,1725.82000721,1124
2010,1861.79062091,1124
2011,1778.50662349,1124
2012,1905.06938259,1124
2013,1876.31318865,1124
2014,1886.26954954,1124
2015,1925.8895649,1124
2016,1886.38982298,1124
2017,1954.21811808,1124
2000,1338.83775649,1125
2001,1345.16801216,1125
2002,1306.89039979,1125
2003,1410.24959072,1125
2004,1502.32798072,1125
2005,1452.66099722,1125
2006,1514.82769811,1125
2007,1574.3529383,1125
2008,1614.60744004,1125
2009,1546.84935143,1125
2010,1538.65156269,1125
2011,1694.42062571,1125
2012,1728.72439996,1125
2013,1770.17486196,1125
2014,1718.56357522,1125
2015,1664.42255886,1125
2016,1609.56324232,1125
2017,1634.94333627,1125
1985,1349.07608501,1126
1986,1274.69226632,1126
1987,1275.14535974,1126
1988,1264.9051793,1126
1989,1308.74393707,1126
1990,1278.39707879,1126
1991,1169.47646926,1126
1992,1099.06019844,1126
1993,1070.7856879,1126
1994,1139.61150599,1126
1995,1221.93241006,1126
1996,1218.78106715,1126
1997,1242.68952274,1126
1998,1078.89634671,1126
1999,1171.79933878,1126
2000,1280.75124739,1126
2001,1165.77364553,1126
2002,1186.23738795,1126
2003,1153.03027335,1126
2004,1109.77724141,1126
2005,1151.39602733,1126
2006,1219.31189023,1126
2007,1147.15162118,1126
2008,1132.02451249,1126
2009,1211.81137038,1126
2010,1222.60751283,1126
2011,1277.69942682,1126
2012,1298.7672956,1126
2013,1268.74352562,1126
2014,1162.10917481,1126
2015,1143.32509546,1126
2016,1181.49629094,1126
2017,1135.8565374,1126
2002,1315.451528,1127
2003,1346.39364239,1127
2004,1331.16462227,1127
2005,1342.91333833,1127
2006,1395.045574,1127
2007,1366.16691367,1127
2008,1361.4070186,1127
2009,1462.99550419,1127
2010,1380.34885291,1127
2011,1273.70815924,1127
2012,1106.44011562,1127
2013,1020.59370106,1127
2014,1055.6167,1127
2015,1072.00833526,1127
2016,1132.21076387,1127
2017,1160.73486552,1127
2003,1472.51066377,1128
2004,1486.40882347,1128
2005,1415.71992684,1128
2006,1412.9329357,1128
1985,1487.53643212,1129
1986,1439.57238183,1129
1987,1558.07160867,1129
1988,1672.00644177,1129
1989,1688.49086237,1129
1990,1474.7042276,1129
1991,1522.28156963,1129
1992,1483.42251289,1129
1993,1559.14378296,1129
1994,1535.83280052,1129
1995,1531.15925895,1129
1996,1516.31114187,1129
1997,1558.79566525,1129
1998,1559.2684825,1129
1999,1640.09336951,1129
2000,1558.89155282,1129
2001,1543.18188529,1129
2002,1512.70418064,1129
2003,1497.78731993,1129
2004,1642.24533685,1129
2005,1530.13482661,1129
2006,1513.00640022,1129
2007,1552.72540061,1129
2008,1646.07384807,1129
2009,1601.56233513,1129
2010,1532.64597265,1129
2011,1613.75015544,1129
2012,1551.79325649,1129
2013,1670.70345062,1129
2014,1694.91719465,1129
2015,1787.45250528,1129
2016,1750.88942253,1129
2017,1699.24057234,1129
1985,1589.57085538,1130
1986,1543.48839259,1130
1987,1495.80060646,1130
1988,1566.50917092,1130
1989,1572.92475642,1130
1990,1495.10752153,1130
1991,1508.0621999,1130
1992,1606.93578025,1130
1993,1683.41404657,1130
1994,1756.46855238,1130
1995,1629.47159733,1130
1996,1714.54690512,1130
1997,1793.22647053,1130
1998,1709.35060397,1130
1999,1562.80912245,1130
2000,1566.58156935,1130
2001,1809.75611645,1130
2002,1778.76301135,1130
2003,1791.92888589,1130
2004,1830.65061408,1130
2005,1869.47587632,1130
2006,1914.91468787,1130
2007,1840.23877729,1130
2008,1722.84204744,1130
2009,1756.90811877,1130
2010,1715.13616169,1130
2011,1762.93820715,1130
2012,1530.36466073,1130
2013,1611.34660275,1130
2014,1577.56805302,1130
2015,1615.62593901,1130
2016,1489.9083328,1130
2017,1476.59650736,1130
1985,1538.79122882,1131
1986,1609.04583913,1131
1987,1608.96655866,1131
1988,1669.05716474,1131
1989,1666.65814213,1131
1990,1605.0864042,1131
1991,1433.45463236,1131
1992,1314.82057179,1131
1993,1223.00365407,1131
1994,1268.3762982,1131
1995,1377.20296503,1131
1996,1478.35309107,1131
1997,1611.14385176,1131
1998,1581.84601287,1131
1999,1409.47550536,1131
2000,1317.0675463,1131
2001,1375.38369528,1131
2002,1453.1359264,1131
2003,1500.96831831,1131
2004,1568.4372723,1131
2005,1556.2741425,1131
2006,1458.62842112,1131
2007,1417.22972868,1131
2008,1383.33264228,1131
2009,1434.72231817,1131
2010,1499.4745348,1131
2011,1516.98025321,1131
2012,1491.12455555,1131
2013,1488.05652706,1131
2014,1530.93259911,1131
2015,1433.55108917,1131
2016,1437.29914992,1131
2017,1434.0813551,1131
1985,1451.30752583,1132
1986,1348.63695821,1132
1987,1422.58199439,1132
1988,1435.27460724,1132
1989,1419.90272711,1132
1990,1552.93874231,1132
1991,1595.6094276,1132
1992,1567.76914865,1132
1993,1515.12396819,1132
1994,1576.80825931,1132
1995,1573.83232736,1132
1996,1547.43981918,1132
1997,1657.8157854,1132
1998,1526.09751497,1132
1999,1606.33936995,1132
2000,1664.62477485,1132
2001,1617.27986582,1132
2002,1699.42073001,1132
2003,1568.46304535,1132
2004,1514.60701477,1132
2005,1542.14443941,1132
2006,1424.6850727,1132
2007,1394.97079474,1132
2008,1418.45262675,1132
2009,1510.74268777,1132
2010,1485.53060996,1132
2011,1443.1667126,1132
2012,1528.33408598,1132
2013,1467.76163628,1132
2014,1430.00409007,1132
2015,1530.467202,1132
2016,1453.74282476,1132
2017,1406.9428237,1132
1985,1538.4836237,1133
1986,1693.05786421,1133
1987,1674.65071887,1133
1988,1768.75343823,1133
1989,1633.91931221,1133
1990,1516.32779669,1133
1991,1454.68135877,1133
1992,1357.70687757,1133
1993,1451.81134482,1133
1994,1549.92689527,1133
1995,1613.62055528,1133
1996,1690.33289714,1133
1997,1674.23191787,1133
1998,1625.2138531,1133
1999,1613.38508405,1133
2000,1602.22525997,1133
2001,1616.30520899,1133
2002,1496.68244332,1133
2003,1506.31255485,1133
2004,1490.95753561,1133
2005,1491.17241371,1133
2006,1660.69170224,1133
2007,1703.37038431,1133
2008,1682.62562049,1133
2009,1662.57255725,1133
2010,1658.02768047,1133
2011,1575.47359588,1133
2012,1425.07178961,1133
2013,1485.10418348,1133
2014,1464.21420435,1133
2015,1386.58270962,1133
2016,1289.45543629,1133
2017,1383.01719337,1133
1985,1472.98055901,1134
1986,1348.20563467,1134
1987,1311.47532929,1134
1988,1254.12661946,1134
1989,1110.08358596,1134
1990,1041.08860317,1134
1991,1112.12538382,1134
1992,1091.48437181,1134
1985,1437.05311586,1135
1986,1468.44825,1135
1987,1352.6072632,1135
1988,1268.90595615,1135
1989,1226.94392094,1135
1990,1254.23089336,1135
1991,1280.74916214,1135
1992,1284.66673968,1135
1993,1215.54067227,1135
1994,1246.76086944,1135
1995,1338.30459394,1135
1996,1314.55588895,1135
1997,1213.96976555,1135
1998,1154.51702875,1135
1999,1097.25986839,1135
2000,1127.3094459,1135
2001,1273.30774637,1135
2002,1370.19388978,1135
2003,1470.67921532,1135
2004,1447.23731696,1135
2005,1357.12054192,1135
2006,1287.28724558,1135
2007,1292.73816,1135
2008,1446.79596276,1135
2009,1325.27201226,1135
2010,1282.89034995,1135
2011,1283.97856431,1135
2012,1217.09378939,1135
2013,1304.2948075,1135
2014,1370.09326115,1135
2015,1330.82205855,1135
2016,1282.33398695,1135
2017,1295.50334449,1135
2009,1296.14238922,1136
2010,1084.66051405,1136
2011,1120.09003564,1136
2012,1039.75978489,1136
2013,1278.78174114,1136
2014,1353.09404368,1136
2015,1348.27147476,1136
2016,1190.07060984,1136
2017,1233.51506215,1136
1985,1544.46106069,1137
1986,1468.38029957,1137
1987,1527.31015768,1137
1988,1505.29140904,1137
1989,1560.11613454,1137
1990,1485.64455668,1137
1991,1500.09631052,1137
1992,1545.50055681,1137
1993,1575.92822815,1137
1994,1423.39252686,1137
1995,1403.03565535,1137
1996,1401.84005113,1137
1997,1420.36018506,1137
1998,1373.25669709,1137
1999,1377.98204389,1137
2000,1377.3880156,1137
2001,1328.85527242,1137
2002,1316.92301672,1137
2003,1334.45908876,1137
2004,1356.11052525,1137
2005,1505.77318984,1137
2006,1636.46314087,1137
2007,1644.31238585,1137
2008,1448.02831711,1137
2009,1311.00065231,1137
2010,1357.84394418,1137
2011,1514.7594873,1137
2012,1576.10778104,1137
2013,1675.98212642,1137
2014,1556.90644206,1137
2015,1513.10966463,1137
2016,1486.65375843,1137
2017,1596.39685884,1137
1992,1164.51647047,1138
1993,1147.07365573,1138
1994,1191.36304646,1138
1995,1325.84630513,1138
1996,1305.5009665,1138
1997,1363.94198202,1138
1998,1373.25601998,1138
1999,1264.15236289,1138
2000,1222.31490201,1138
2001,1228.03423996,1138
2002,1357.5178274,1138
2003,1300.58293419,1138
2004,1516.24930961,1138
2005,1633.37259714,1138
2006,1607.35226095,1138
2007,1485.37623709,1138
2008,1443.56558352,1138
2009,1548.88921786,1138
2010,1551.26877502,1138
2011,1573.66652356,1138
2012,1626.58078646,1138
2013,1550.99757761,1138
2014,1595.86854034,1138
2015,1671.91566348,1138
2016,1617.63460446,1138
2017,1596.6579246,1138
1985,1532.42799929,1139
1986,1426.83173527,1139
1987,1425.83568616,1139
1988,1463.95025172,1139
1989,1430.03873773,1139
1990,1353.23518557,1139
1991,1497.27319865,1139
1992,1585.17823298,1139
1993,1529.54357408,1139
1994,1567.07421369,1139
1995,1528.54285592,1139
1996,1570.43606339,1139
1997,1649.25979304,1139
1998,1666.73033038,1139
1999,1673.21147497,1139
2000,1732.45427939,1139
2001,1782.91032808,1139
2002,1796.15618115,1139
2003,1804.47422245,1139
2004,1674.12930433,1139
2005,1569.21904068,1139
2006,1643.45537805,1139
2007,1726.10568814,1139
2008,1826.25263337,1139
2009,1851.74838806,1139
2010,1906.54534987,1139
2011,1857.76296689,1139
2012,1728.72569009,1139
2013,1801.62544909,1139
2014,1722.02584791,1139
2015,1809.95232134,1139
2016,1829.23929009,1139
2017,1892.83150517,1139
1985,1499.03828171,1140
1986,1530.41589637,1140
1987,1625.52553935,1140
1988,1707.50592499,1140
1989,1602.19752629,1140
1990,1646.93101553,1140
1991,1684.98031008,1140
1992,1764.25342183,1140
1993,1785.76707599,1140
1994,1756.42496742,1140
1995,1740.00642757,1140
1996,1658.17198025,1140
1997,1397.39807911,1140
1998,1453.8370617,1140
1999,1519.61980852,1140
2000,1622.72525309,1140
2001,1729.28946261,1140
2002,1689.8898021,1140
2003,1759.01810399,1140
2004,1784.78953659,1140
2005,1610.86312868,1140
2006,1668.6422407,1140
2007,1768.27374004,1140
2008,1833.55510186,1140
2009,1856.47096076,1140
2010,1920.15690001,1140
2011,1948.35909001,1140
2012,1859.73613765,1140
2013,1786.57580492,1140
2014,1778.99792183,1140
2015,1818.63164504,1140
2016,1819.28654279,1140
2017,1743.68999646,1140
1985,1418.06208448,1141
1986,1431.25340572,1141
1987,1597.83661921,1141
1988,1592.36598456,1141
1989,1494.46197695,1141
1990,1484.71481935,1141
1991,1503.15990461,1141
1992,1453.62554549,1141
1993,1367.3102586,1141
1994,1306.37996206,1141
1995,1219.43217467,1141
1996,1238.33031215,1141
1997,1278.08908803,1141
1998,1244.32749477,1141
1999,1303.75206218,1141
2000,1307.76630211,1141
2001,1471.62219828,1141
2002,1443.50907213,1141
2003,1647.43593904,1141
2004,1432.42552373,1141
2005,1402.30625408,1141
2006,1325.42192581,1141
2007,1373.79934995,1141
2008,1433.06248805,1141
2009,1416.95675279,1141
2010,1449.83505241,1141
2011,1390.80596375,1141
2012,1352.06058068,1141
2013,1319.69952716,1141
2014,1270.03793332,1141
