Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WPts,LPts,WPos,LPos,Pos,WOffRtg,LOffRtg,WDefRtg,LDefRtg,WNetRtg,LNetRtg,WAstR,LAstR,WTOR,LTOR,WTSP,LTSP,WeFGP,LeFGP,WFTAR,LFTAR,WORP,LORP,WDRP,LDRP,WRP,LRP,WPIE,LPIE
2003,136,1266,72,1221,68,N,0,22,51,9,16,19,23,11,20,14,10,4,3,23,24,54,5,15,15,25,14,20,14,9,4,1,20,72,68,57.7152,57.599999999999994,57.6576,124.87512487512487,117.93761793761792,117.93761793761792,124.87512487512487,6.937506937506953,-6.937506937506953,16.44736842105263,15.909090909090908,15.909090909090908,15.909090909090908,58.90052356020943,52.30769230769231,0.5196078431372549,0.49074074074074076,0.45098039215686275,0.46296296296296297,0.3548387096774194,0.4117647058823529,0.5882352941176471,0.6451612903225806,0.47692307692307695,0.47692307692307695,0.5340314136125655,0.46596858638743455
2003,136,1281,72,1356,71,N,0,28,52,5,13,11,18,9,32,7,23,4,6,19,26,65,8,19,11,21,11,18,19,13,6,0,19,72,71,70.9632,73.1904,72.07679999999999,99.89344698987748,98.50603800390697,98.50603800390697,99.89344698987748,1.3874089859705094,-1.3874089859705094,7.784697508896797,17.884036144578314,17.884036144578314,17.884036144578314,60.08010680907877,47.817887931034484,0.5865384615384616,0.46153846153846156,0.34615384615384615,0.3230769230769231,0.3333333333333333,0.2558139534883721,0.7441860465116279,0.6666666666666666,0.5857142857142857,0.38571428571428573,0.5625,0.4375
2003,136,1323,70,1454,69,N,0,23,54,3,13,21,25,11,33,7,20,6,6,19,23,66,8,23,15,20,14,23,15,12,11,3,25,70,69,71.03999999999999,69.88799999999999,70.464,99.34150772025431,97.92234332425068,97.92234332425068,99.34150772025431,1.4191643960036373,-1.4191643960036373,7.608695652173913,14.734774066797643,14.734774066797643,14.734774066797643,53.84615384615385,46.12299465240642,0.4537037037037037,0.4090909090909091,0.46296296296296297,0.30303030303030304,0.3235294117647059,0.2978723404255319,0.7021276595744681,0.6764705882352942,0.5432098765432098,0.41975308641975306,0.5489130434782609,0.45108695652173914
2003,136,1328,71,1354,54,N,0,24,52,10,18,13,24,11,24,16,14,8,3,12,21,52,6,20,6,8,7,22,8,18,7,2,23,71,54,62.9376,63.859199999999994,63.398399999999995,111.9902079547749,85.17565112053302,85.17565112053302,111.9902079547749,26.814556834241884,-26.814556834241884,17.28608470181504,9.813542688910696,9.813542688910696,9.813542688910696,56.74552429667519,48.63112391930836,0.5576923076923077,0.46153846153846156,0.46153846153846156,0.15384615384615385,0.3333333333333333,0.22580645161290322,0.7741935483870968,0.6666666666666666,0.546875,0.515625,0.7393939393939394,0.2606060606060606
2003,136,1390,77,1360,69,N,0,29,64,8,24,11,15,12,29,16,14,4,8,24,20,61,4,18,25,32,17,25,7,11,3,0,18,77,69,69.696,66.3168,68.0064,113.22463768115942,101.46103896103895,101.46103896103895,113.22463768115942,11.76359872012047,-11.76359872012047,15.904572564612327,7.52041254834551,7.52041254834551,7.52041254834551,54.53257790368272,45.95098561534363,0.515625,0.36065573770491804,0.234375,0.5245901639344263,0.32432432432432434,0.3695652173913043,0.6304347826086957,0.6756756756756757,0.4939759036144578,0.4457831325301205,0.6243386243386243,0.37566137566137564
2003,136,1409,84,1173,71,N,0,33,57,8,12,10,13,8,26,18,12,6,1,11,28,66,9,28,6,9,12,16,11,11,3,3,19,84,71,64.0512,66.20159999999998,65.12639999999999,128.9799528301887,109.01876965408808,109.01876965408808,128.9799528301887,19.96118317610062,-19.96118317610062,19.413287316652287,11.961722488038278,11.961722488038278,11.961722488038278,66.96428571428572,50.743281875357354,0.6491228070175439,0.49242424242424243,0.22807017543859648,0.13636363636363635,0.3333333333333333,0.3157894736842105,0.6842105263157895,0.6666666666666666,0.5483870967741935,0.3870967741935484,0.7023809523809523,0.2976190476190476
2003,136,1458,81,1451,74,N,0,31,58,6,16,13,22,10,24,16,9,7,2,16,29,71,7,24,9,15,22,21,9,10,4,0,20,81,74,64.0128,62.97599999999999,63.4944,127.57030541276082,116.54571111783088,116.54571111783088,127.57030541276082,11.02459429492994,-11.02459429492994,17.263703064307293,9.316770186335404,9.316770186335404,9.316770186335404,59.84042553191489,47.680412371134025,0.5862068965517241,0.45774647887323944,0.3793103448275862,0.2112676056338028,0.3225806451612903,0.4782608695652174,0.5217391304347826,0.6774193548387096,0.44155844155844154,0.4025974025974026,0.6403508771929824,0.35964912280701755
2003,137,1120,65,1386,63,N,1,25,57,7,18,8,13,14,24,11,15,4,5,16,22,59,6,24,13,16,15,21,11,12,8,4,19,65,63,61.1712,60.51840000000001,60.844800000000006,106.82917850005258,103.54212685389712,103.54212685389712,106.82917850005258,3.2870516461554615,-3.2870516461554615,12.398557258791705,12.353998203054806,12.353998203054806,12.353998203054806,51.817602040816325,47.69836462749848,0.5,0.423728813559322,0.22807017543859648,0.2711864406779661,0.4,0.38461538461538464,0.6153846153846154,0.6,0.5135135135135135,0.47297297297297297,0.5229885057471264,0.47701149425287354
2003,137,1139,47,1280,46,N,0,18,47,5,18,6,8,7,19,5,8,3,0,15,16,44,6,21,8,14,8,22,10,10,6,4,13,47,46,49.4592,50.07359999999999,49.7664,94.44122942386832,92.43184156378601,92.43184156378601,94.44122942386832,2.009387860082313,-2.009387860082313,7.87153652392947,14.253135689851769,14.253135689851769,14.253135689851769,46.51623119556611,45.85326953748007,0.43617021276595747,0.4318181818181818,0.1702127659574468,0.3181818181818182,0.2413793103448276,0.2962962962962963,0.7037037037037037,0.7586206896551724,0.4642857142857143,0.5178571428571429,0.415929203539823,0.584070796460177
2003,137,1196,85,1358,55,N,0,32,61,13,28,8,14,9,31,24,10,6,3,15,19,57,6,18,11,18,12,25,10,16,1,4,16,85,55,65.4336,66.1632,65.7984,129.1824725221282,83.58865869078883,83.58865869078883,129.1824725221282,45.59381383133936,-45.59381383133936,23.72479240806643,10.998680158380994,10.998680158380994,10.998680158380994,63.2817153067302,42.35982747997535,0.6311475409836066,0.38596491228070173,0.22950819672131148,0.3157894736842105,0.2647058823529412,0.27906976744186046,0.7209302325581395,0.7352941176470589,0.5194805194805194,0.44155844155844154,0.8070175438596491,0.19298245614035087
2003,137,1231,67,1104,62,N,0,19,49,7,18,22,26,13,22,15,8,1,2,17,22,52,5,12,13,16,9,20,13,8,2,6,21,67,62,53.22239999999999,55.7184,54.4704,123.00258489014217,113.8232875102808,113.8232875102808,123.00258489014217,9.179297379861367,-9.179297379861367,17.97698945349952,16.241879060469767,16.241879060469767,16.241879060469767,55.42686962276638,52.50677506775068,0.45918367346938777,0.47115384615384615,0.5306122448979592,0.3076923076923077,0.3939393939393939,0.2903225806451613,0.7096774193548387,0.6060606060606061,0.546875,0.515625,0.5572916666666666,0.4427083333333333
2003,137,1246,95,1237,64,N,0,40,65,10,20,5,11,10,25,22,13,7,4,17,22,60,4,15,16,22,15,18,10,19,7,1,15,95,64,69.9264,70.7328,70.3296,135.07826007826006,91.000091000091,91.000091000091,135.07826007826006,44.078169078169054,-44.078169078169054,20.98435711560473,10.133765707336845,10.133765707336845,10.133765707336845,68.01260022909507,45.92422502870264,0.6923076923076923,0.4,0.16923076923076924,0.36666666666666664,0.35714285714285715,0.375,0.625,0.6428571428571429,0.5147058823529411,0.4117647058823529,0.7661290322580645,0.23387096774193547
2003,137,1257,86,1122,64,N,0,35,70,8,24,8,13,15,29,18,12,12,4,22,24,54,2,21,14,22,8,21,11,18,5,3,18,86,64,69.8112,70.7328,70.27199999999999,122.38160291438982,91.07468123861567,91.07468123861567,122.38160291438982,31.30692167577415,-31.30692167577415,17.0261066969353,11.868795856711264,11.868795856711264,11.868795856711264,56.78816693079768,50.25125628140704,0.5571428571428572,0.46296296296296297,0.18571428571428572,0.4074074074074074,0.4166666666666667,0.21621621621621623,0.7837837837837838,0.5833333333333334,0.6027397260273972,0.4931506849315068,0.7123893805309734,0.28761061946902655
2003,137,1268,75,1423,73,N,0,27,54,10,19,11,15,8,27,17,13,3,3,20,20,55,13,29,20,26,10,19,16,8,7,1,19,75,73,62.97599999999999,61.862399999999994,62.41919999999999,120.1553368194402,116.95119450425513,116.95119450425513,120.1553368194402,3.2041423151850665,-3.2041423151850665,18.763796909492275,17.69128704113224,17.69128704113224,17.69128704113224,61.88118811881188,54.936785069235405,0.5925925925925926,0.4818181818181818,0.2777777777777778,0.4727272727272727,0.2962962962962963,0.2702702702702703,0.7297297297297297,0.7037037037037037,0.546875,0.421875,0.5474137931034483,0.4525862068965517
2003,137,1277,79,1160,64,N,0,26,56,7,13,20,25,10,28,16,11,5,1,18,26,60,5,14,7,17,12,23,9,13,6,8,19,79,64,65.28,65.74080000000001,65.5104,120.59153966393121,97.69441187964047,97.69441187964047,120.59153966393121,22.897127784290745,-22.897127784290745,17.02127659574468,10.05811354492624,10.05811354492624,10.05811354492624,58.95522388059702,47.42145820983995,0.5267857142857143,0.475,0.44642857142857145,0.2833333333333333,0.30303030303030304,0.3,0.7,0.696969696969697,0.5205479452054794,0.4520547945205479,0.6587677725118484,0.3412322274881517
2003,137,1329,77,1335,63,N,0,27,50,7,20,16,28,10,15,15,11,12,0,17,20,41,8,18,15,16,2,13,17,18,5,0,20,77,63,60.78719999999999,61.4784,61.132799999999996,125.955297319933,103.05433417085428,103.05433417085428,125.955297319933,22.90096314907872,-22.90096314907872,16.983695652173914,20.472061657032757,20.472061657032757,20.472061657032757,61.777920410783054,65.57035803497085,0.61,0.5853658536585366,0.56,0.3902439024390244,0.43478260869565216,0.11764705882352941,0.8823529411764706,0.5652173913043478,0.625,0.575,0.61,0.39
2003,137,1338,87,1447,61,N,0,33,59,9,16,12,21,10,23,22,9,14,6,19,21,51,7,21,12,18,9,20,13,19,6,2,20,87,61,64.5504,66.1632,65.35679999999999,133.11545240893068,93.33382295338818,93.33382295338818,133.11545240893068,39.7816294555425,-39.7816294555425,22.168480451430877,14.298284205895293,14.298284205895293,14.298284205895293,63.745603751465424,51.76510522742702,0.635593220338983,0.4803921568627451,0.3559322033898305,0.35294117647058826,0.3333333333333333,0.28125,0.71875,0.6666666666666666,0.532258064516129,0.4838709677419355,0.7489711934156379,0.25102880658436216
2003,137,1345,80,1261,56,N,0,27,52,9,16,17,19,8,25,7,19,9,1,18,20,60,6,26,10,17,17,18,7,16,7,3,13,80,56,68.5056,63.8208,66.1632,120.91313600309536,84.63919520216676,84.63919520216676,120.91313600309536,36.2739408009286,-36.2739408009286,8.10560444650301,7.736516357206012,7.736516357206012,7.736516357206012,66.26905235255136,41.49377593360995,0.6057692307692307,0.38333333333333336,0.36538461538461536,0.2833333333333333,0.3076923076923077,0.40476190476190477,0.5952380952380952,0.6923076923076923,0.4852941176470588,0.38235294117647056,0.7365269461077845,0.2634730538922156
2003,137,1393,76,1264,65,N,0,30,52,4,11,12,15,11,28,16,18,5,9,17,22,61,6,21,15,18,14,14,16,11,9,2,14,76,65,62.97599999999999,63.2832,63.129599999999996,120.38726682887268,102.96279399837796,102.96279399837796,120.38726682887268,17.42447283049472,-17.42447283049472,17.278617710583156,16.680567139282736,16.680567139282736,16.680567139282736,64.84641638225256,47.156123041207195,0.6153846153846154,0.4098360655737705,0.28846153846153844,0.29508196721311475,0.44,0.3333333333333333,0.6666666666666666,0.56,0.582089552238806,0.373134328358209,0.625,0.375
2003,137,1400,82,1421,61,N,0,31,62,6,16,14,20,19,28,15,14,6,2,16,23,62,5,21,10,12,13,16,5,11,9,3,16,82,61,63.16799999999999,62.6688,62.91839999999999,130.32753534737057,96.9509714169464,96.9509714169464,130.32753534737057,33.37656393042417,-33.37656393042417,15.030060120240481,6.003842459173871,6.003842459173871,6.003842459173871,57.909604519774014,45.33293697978597,0.5483870967741935,0.4112903225806452,0.3225806451612903,0.1935483870967742,0.5428571428571428,0.3170731707317073,0.6829268292682927,0.45714285714285713,0.618421052631579,0.4605263157894737,0.7061611374407583,0.2938388625592417
2003,137,1428,60,1332,58,N,0,18,61,9,23,15,18,13,23,8,15,7,4,22,19,55,3,17,17,24,13,29,8,17,6,2,22,60,58,68.0832,66.7776,67.4304,88.98063781321184,86.01461655277144,86.01461655277144,88.98063781321184,2.9660212604403995,-2.9660212604403995,8.703220191470844,8.8339222614841,8.8339222614841,8.8339222614841,43.52872896111433,44.23428920073215,0.36885245901639346,0.37272727272727274,0.29508196721311475,0.43636363636363634,0.30952380952380953,0.3611111111111111,0.6388888888888888,0.6904761904761905,0.46153846153846156,0.5384615384615384,0.47,0.53
2003,137,1448,76,1190,73,N,0,29,69,6,23,12,20,19,29,13,19,8,9,19,24,60,5,10,20,28,13,25,7,15,12,4,20,76,73,74.68799999999999,71.34719999999999,73.01759999999999,104.08449469716892,99.97589622228067,99.97589622228067,104.08449469716892,4.108598474888254,-4.108598474888254,11.839708561020037,7.421543681085667,7.421543681085667,7.421543681085667,48.843187660668384,50.47013274336284,0.463768115942029,0.44166666666666665,0.2898550724637681,0.4666666666666667,0.4318181818181818,0.30952380952380953,0.6904761904761905,0.5681818181818182,0.5581395348837209,0.5116279069767442,0.5373134328358209,0.4626865671641791
2003,137,1462,71,1407,59,N,0,26,64,6,20,13,18,17,30,19,10,5,4,11,23,65,11,29,2,6,12,21,13,9,6,6,19,71,59,62.3232,62.0544,62.1888,114.16846763404342,94.8723885973037,94.8723885973037,114.16846763404342,19.296079036739727,-19.296079036739727,18.826793499801823,14.502454261490406,14.502454261490406,14.502454261490406,49.36040044493882,43.61324659964518,0.453125,0.43846153846153846,0.28125,0.09230769230769231,0.4473684210526316,0.2857142857142857,0.7142857142857143,0.5526315789473685,0.5875,0.475,0.6777251184834123,0.3222748815165877
2003,138,1112,96,1211,95,N,2,34,74,7,24,21,29,18,29,18,9,7,4,20,34,77,11,30,16,21,16,27,20,11,5,5,25,96,95,74.6496,77.9904,76.32,125.7861635220126,124.47589098532497,124.47589098532497,125.7861635220126,1.3102725366876342,-1.3102725366876342,15.822784810126581,17.059024223814397,17.059024223814397,17.059024223814397,55.32503457814661,55.07884972170687,0.5067567567567568,0.512987012987013,0.3918918918918919,0.2727272727272727,0.4,0.35555555555555557,0.6444444444444445,0.6,0.5222222222222223,0.5,0.5333333333333333,0.4666666666666667
2003,138,1163,85,1390,74,N,0,31,68,6,10,17,21,17,26,12,9,4,1,13,27,62,8,23,12,17,11,22,12,11,2,6,18,85,74,66.4704,66.7008,66.5856,127.65522875816993,111.13514033064207,111.13514033064207,127.65522875816993,16.520088427527853,-16.520088427527853,12.21498371335505,12.975778546712803,12.975778546712803,12.975778546712803,55.02330398757121,53.25273459988485,0.5,0.5,0.3088235294117647,0.27419354838709675,0.4358974358974359,0.2972972972972973,0.7027027027027027,0.5641025641025641,0.5657894736842105,0.5131578947368421,0.5959183673469388,0.40408163265306124
2003,138,1181,86,1141,60,N,0,32,52,10,15,12,16,4,23,14,11,15,9,18,21,57,8,17,10,14,14,19,8,21,4,2,14,86,60,63.3984,67.3536,65.376,131.54674498286832,91.77679882525696,91.77679882525696,131.54674498286832,39.76994615761136,-39.76994615761136,16.658733936220848,8.680555555555555,8.680555555555555,8.680555555555555,72.8319783197832,47.49841671944269,0.7115384615384616,0.43859649122807015,0.3076923076923077,0.24561403508771928,0.17391304347826086,0.3783783783783784,0.6216216216216216,0.8260869565217391,0.45,0.38333333333333336,0.7922077922077922,0.2077922077922078
2003,138,1242,108,1113,76,N,0,40,59,5,9,23,34,12,28,21,13,6,6,20,28,69,4,15,16,23,17,14,11,11,7,5,21,108,76,71.9616,70.1952,71.0784,151.9448946515397,106.92418512515758,106.92418512515758,151.9448946515397,45.02070952638212,-45.02070952638212,19.451648758799553,10.878164556962025,10.878164556962025,10.878164556962025,73.0124391563007,48.0283114256825,0.7203389830508474,0.43478260869565216,0.576271186440678,0.3333333333333333,0.46153846153846156,0.37777777777777777,0.6222222222222222,0.5384615384615384,0.5633802816901409,0.36619718309859156,0.7364864864864865,0.2635135135135135
2003,138,1266,101,1281,92,N,1,35,62,12,18,19,20,8,25,18,12,6,0,20,31,72,15,36,15,19,18,20,19,12,4,4,17,101,92,71.80799999999999,71.3856,71.5968,141.0677572181997,128.49736301063734,128.49736301063734,141.0677572181997,12.570394207562344,-12.570394207562344,17.857142857142858,17.061781609195403,17.061781609195403,17.061781609195403,71.32768361581921,57.24240915878546,0.6612903225806451,0.5347222222222222,0.3225806451612903,0.2638888888888889,0.2857142857142857,0.4186046511627907,0.5813953488372093,0.7142857142857143,0.4647887323943662,0.39436619718309857,0.5662650602409639,0.43373493975903615
2003,138,1323,68,1228,60,N,0,25,61,13,24,5,5,5,32,12,11,5,4,13,22,63,5,17,11,16,10,31,12,9,6,3,10,68,60,66.432,66.2784,66.3552,102.47878086419753,90.42245370370371,90.42245370370371,102.47878086419753,12.056327160493822,-12.056327160493822,13.921113689095128,13.181019332161686,13.181019332161686,13.181019332161686,53.79746835443038,42.83266704740148,0.5163934426229508,0.3888888888888889,0.08196721311475409,0.25396825396825395,0.1388888888888889,0.23809523809523808,0.7619047619047619,0.8611111111111112,0.47435897435897434,0.46153846153846156,0.5491071428571429,0.45089285714285715
2003,138,1328,74,1143,65,N,0,26,51,7,13,15,24,13,23,16,12,2,2,15,27,52,5,16,6,12,6,18,6,9,5,4,23,74,65,58.1376,57.8688,58.0032,127.57916804590093,112.06278274302109,112.06278274302109,127.57916804590093,15.51638530287984,-15.51638530287984,17.86511835640911,8.301051466519093,8.301051466519093,8.301051466519093,60.10396361273554,56.738826815642454,0.5784313725490197,0.5673076923076923,0.47058823529411764,0.23076923076923078,0.41935483870967744,0.20689655172413793,0.7931034482758621,0.5806451612903226,0.6,0.5166666666666667,0.6307692307692307,0.36923076923076925
2003,138,1458,61,1409,60,N,0,22,57,6,22,11,17,10,22,12,5,5,3,11,26,59,3,11,5,5,11,30,12,11,1,3,16,61,60,57.1008,58.752,57.9264,105.30604353110154,103.57971494862446,103.57971494862446,105.30604353110154,1.7263285824770804,-1.7263285824770804,14.727540500736376,14.251781472684085,14.251781472684085,14.251781472684085,47.301488833746895,49.01960784313725,0.43859649122807015,0.4661016949152542,0.2982456140350877,0.0847457627118644,0.25,0.3333333333333333,0.6666666666666666,0.75,0.4383561643835616,0.547945205479452,0.49748743718592964,0.5025125628140703
2003,139,1120,68,1448,62,N,0,24,56,4,19,16,20,12,21,11,14,9,6,18,18,49,8,23,18,21,12,23,5,18,7,7,23,68,62,64.128,61.670399999999994,62.89919999999999,108.10948310948312,98.57041107041108,98.57041107041108,108.10948310948312,9.539072039072039,-9.539072039072039,12.24944320712695,6.154603643525356,6.154603643525356,6.154603643525356,52.46913580246914,53.22802197802198,0.4642857142857143,0.4489795918367347,0.35714285714285715,0.42857142857142855,0.34285714285714286,0.36363636363636365,0.6363636363636364,0.6571428571428571,0.4852941176470588,0.5147058823529411,0.6134969325153374,0.38650306748466257
2003,139,1139,79,1257,71,N,0,27,52,14,22,11,19,10,18,21,12,6,2,11,28,54,11,25,4,4,8,19,13,14,8,2,21,79,71,59.8656,59.2896,59.577600000000004,132.60017187667847,119.1723063701794,119.1723063701794,132.60017187667847,13.427865506499074,-13.427865506499074,22.493573264781492,15.708071532141133,15.708071532141133,15.708071532141133,65.44068919814447,63.665710186513635,0.6538461538461539,0.6203703703703703,0.36538461538461536,0.07407407407407407,0.3448275862068966,0.3076923076923077,0.6923076923076923,0.6551724137931034,0.509090909090909,0.5272727272727272,0.5736434108527132,0.4263565891472868
2003,139,1246,74,1428,54,N,0,26,55,4,13,18,18,13,22,11,13,4,3,16,19,48,4,14,12,16,8,14,8,16,7,2,19,74,54,60.4032,60.51840000000001,60.460800000000006,122.39335238700116,89.31406795808192,89.31406795808192,122.39335238700116,33.07928442891924,-33.07928442891924,12.655315232397607,10.121457489878544,10.121457489878544,10.121457489878544,58.80483153210426,49.05523255813954,0.509090909090909,0.4375,0.32727272727272727,0.3333333333333333,0.48148148148148145,0.26666666666666666,0.7333333333333333,0.5185185185185185,0.6140350877192983,0.47368421052631576,0.7530864197530864,0.24691358024691357
2003,139,1268,77,1462,64,N,0,30,58,3,13,14,17,7,32,19,8,2,6,21,20,57,7,18,17,24,8,20,12,7,2,0,16,77,64,63.8208,63.8976,63.8592,120.5777710964121,100.2204850671477,100.2204850671477,120.5777710964121,20.3572860292644,-20.3572860292644,20.544982698961938,13.863216266173753,13.863216266173753,13.863216266173753,58.79657910812462,47.365304914150386,0.5431034482758621,0.41228070175438597,0.29310344827586204,0.42105263157894735,0.25925925925925924,0.2,0.8,0.7407407407407407,0.582089552238806,0.40298507462686567,0.6860986547085202,0.31390134529147984
